Thread ID: 109440
Total: 0.106262

 %self     total     self     wait    child    calls  name
  0.03      0.00     0.00     0.00     0.00        4  ActionView::Base#template=
  0.03      0.00     0.00     0.00     0.00        1  <Class::ActionController::Dispatcher>#after_dispatch_callback_chain
  0.03      0.00     0.00     0.00     0.00        1  Authlogic::Session::UnauthorizedRecord#credentials=
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Response#initialize
  0.03      0.01     0.00     0.00     0.01        1  <Class::Date>#now
  0.03      0.00     0.00     0.00     0.00        3  ActiveRecord::ConnectionAdapters::AbstractAdapter#log_info
  0.03      0.00     0.00     0.00     0.00       10  Hash#regular_writer
  0.03      0.00     0.00     0.00     0.00        1  ActiveSupport::Inflector#constantize
  0.03      0.00     0.00     0.00     0.00        1  Authlogic::Session::Validation#ensure_authentication_attempted
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        2  ActionView::Template#mime_type
  0.03      0.00     0.00     0.00     0.00        1  MonitorMixin::ConditionVariable#signal
  0.03      0.00     0.00     0.00     0.00        1  I18n::Backend::Simple#lookup
  0.03      0.00     0.00     0.00     0.00        3  <Class::ActiveRecord::Base>#current_scoped_methods
  0.03      0.08     0.00     0.00     0.08        1  ActiveRecord::ConnectionAdapters::QueryCache#cache
  0.03      0.00     0.00     0.00     0.00        1  <Class::ActionController::Dispatcher>#before_dispatch_callback_chain
  0.03      0.01     0.00     0.00     0.01        1  Date#__17833__
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.01     0.00     0.00     0.01        1  Date#commercial
  0.03      0.00     0.00     0.00     0.00        1  ActiveSupport::CoreExtensions::Hash::Slice#slice
  0.03      0.00     0.00     0.00     0.00        5  ActionController::Base#performed?
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.06     0.00     0.00     0.06        1  ActionController::Base#perform_action_without_filters
  0.03      0.00     0.00     0.00     0.00       10  Time#to_f
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Flash::InstanceMethods#flash
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        2  ActionController::Request#parameters
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.06     0.00     0.00     0.06        2  ActionView::Renderable#render_without_template_tracking
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Layout#default_layout
  0.03      0.00     0.00     0.00     0.00        1  Date#__17825__
  0.03      0.00     0.00     0.00     0.00       10  Bignum#coerce
  0.03      0.01     0.00     0.00     0.01        1  Date#wday
  0.03      0.00     0.00     0.00     0.00        5  Authlogic::Session::Klass::Config#klass
  0.03      0.00     0.00     0.00     0.00        2  Hash#values_at
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Session::AbstractStore::SessionHash#stale_session_check!
  0.03      0.00     0.00     0.00     0.00        1  Authlogic::Session::PriorityRecord#credentials=
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        3  ActiveRecord::Calculations::ClassMethods#validate_calculation_options
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  ActionView::Base#initialize_without_template_tracking
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        3  ActiveRecord::ConnectionAdapters::AbstractAdapter#reset_runtime
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        2  ActionController::Session::CookieStore#requires_session_id?
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        3  ActiveRecord::ConnectionAdapters::MysqlAdapter#add_limit_offset!
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.01     0.00     0.00     0.01        1  Date#__8553__
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        3  ActiveRecord::ConnectionAdapters::ConnectionPool#connected?
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        3  ActiveSupport::CoreExtensions::Hash::ReverseMerge#reverse_merge
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        2  ActionView::Base#_evaluate_assigns_and_ivars
  0.03      0.00     0.00     0.00     0.00        3  <Class::ActiveRecord::Base>#finder_needs_type_condition?
  0.03      0.00     0.00     0.00     0.00        3  ActiveSupport::BufferedLogger#debug?
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  ActionController::ProcessWithTest#set_test_assigns
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Base#assign_shortcuts
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Session::CookieStore#load_session
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Benchmarking#active_record_runtime
  0.03      0.00     0.00     0.00     0.00        2  ActionController::Filters::Filter#should_run_callback?
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  ActionView::Helpers::AssetTagHelper#compute_asset_host
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        2  Authlogic::Session::Session::InstanceMethods#session_key
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Response#content_type=
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        9  Array#+
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Base#log_processing
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        2  <Class::ActionController::Base>#view_paths-1
  0.03      0.01     0.00     0.00     0.01        1  Authlogic::Session::Persistence::ClassMethods#find
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        3  ActiveRecord::ConnectionAdapters::MysqlAdapter#quote_table_name
  0.03      0.00     0.00     0.00     0.00        1  <Module::Rack::Utils>#parse_query
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.08     0.00     0.00     0.08        1  ActiveRecord::ConnectionAdapters::ConnectionManagement#call
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        3  ActiveSupport::CoreExtensions::Hash::Keys#symbolize_keys
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  Authlogic::Session::Id#credentials=
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Base#request_origin
  0.03      0.00     0.00     0.00     0.00        4  Rack::Request#initialize
  0.03      0.00     0.00     0.00     0.00        4  Mime::Type#to_s
  0.03      0.00     0.00     0.00     0.00        1  ActionView::Helpers::AssetTagHelper#stylesheet_tag
  0.03      0.00     0.00     0.00     0.00        5  Enumerable#max
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  Authlogic::Session::Scopes::InstanceMethods#initialize
  0.03      0.00     0.00     0.00     0.00        8  Object#initialize
  0.03      0.00     0.00     0.00     0.00        1  <Module::I18n>#normalize_translation_keys
  0.03      0.00     0.00     0.00     0.00        2  <Module::Rack::Utils>#escape
  0.03      0.00     0.00     0.00     0.00        3  ActiveRecord::ConnectionAdapters::ConnectionPool#connected_without_synchronization?
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Response#assign_default_content_type_and_charset!
  0.03      0.00     0.00     0.00     0.00        1  <Class::Date>#today
  0.03      0.00     0.00     0.00     0.00        2  ActionController::Session::CookieStore#persistent_session_id!
  0.03      0.00     0.00     0.00     0.00        1  ActionController::CookieJar#initialize
  0.03      0.08     0.00     0.00     0.08        1  Rack::Lock#call
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Base#initialize_current_url
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Response#etag=
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Layout#action_has_layout?
  0.03      0.00     0.00     0.00     0.00        1  <Class::Skill(id: integer, name: string, description: text, created_at: datetime, updated_at: datetime)>#table_name
  0.03      0.08     0.00     0.00     0.08        1  ActionController::Routing::RouteSet#call
  0.03      0.00     0.00     0.00     0.00        2  Rack::Utils::HeaderHash#initialize
  0.03      0.00     0.00     0.00     0.00        3  ActiveRecord::ConnectionAdapters::DatabaseStatements#select_all_without_query_cache
  0.03      0.00     0.00     0.00     0.00        6  Kernel#String
  0.03      0.00     0.00     0.00     0.00        8  Hash#key?
  0.03      0.00     0.00     0.00     0.00        3  Set#include?
  0.03      0.00     0.00     0.00     0.00        2  Authlogic::Session::Session::Config#session_key
  0.03      0.01     0.00     0.00     0.01        1  Date#cweek
  0.03      0.00     0.00     0.00     0.00        1  Kernel#lambda
  0.03      0.00     0.00     0.00     0.00        8  String#to_sym
  0.03      0.00     0.00     0.00     0.00        3  ActiveRecord::ConnectionAdapters::MysqlAdapter#execute
  0.02      0.00     0.00     0.00     0.00        4  String#sub
  0.02      0.00     0.00     0.00     0.00        2  Module#extend_object
  0.02      0.00     0.00     0.00     0.00        1  ActionController::StatusCodes#interpret_status
  0.02      0.01     0.00     0.00     0.01        1  #<Module:0x29be810>#current_user
  0.02      0.00     0.00     0.00     0.00        1  Rack::Response#to_a
  0.02      0.00     0.00     0.00     0.00        1  ActionView::Helpers::AssetTagHelper#rewrite_asset_path
  0.02      0.00     0.00     0.00     0.00        1  ActiveSupport::MessageVerifier#generate
  0.02      0.00     0.00     0.00     0.00        1  <Class::Date>#jd_to_wday
  0.02      0.00     0.00     0.00     0.00        1  Date#mday
  0.02      0.00     0.00     0.00     0.00        2  ActionController::Filters::Filter#should_not_skip?
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Flash::FlashHash#sweep
  0.02      0.08     0.00     0.00     0.08        1  Rack::Head#call
  0.02      0.00     0.00     0.00     0.00        1  Date#mon
  0.02      0.00     0.00     0.00     0.00        1  ActiveSupport::CoreExtensions::Hash::Except#except!
  0.02      0.01     0.00     0.00     0.01        1  DateTime#strftime
  0.02      0.00     0.00     0.00     0.00        1  Rack::Lint#check_input
  0.02      0.00     0.00     0.00     0.00        4  Authlogic::Session::Foundation::InstanceMethods#build_key
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Response#nonempty_ok_response?
  0.02      0.00     0.00     0.00     0.00        1  ActiveSupport::CoreExtensions::Time::Conversions#to_s
  0.02      0.00     0.00     0.00     0.00        2  ActionController::Base#controller_path
  0.02      0.00     0.00     0.00     0.00        2  Authlogic::Session::Password::InstanceMethods#password_field
  0.02      0.00     0.00     0.00     0.00        2  Authlogic::Session::Password::InstanceMethods#login_field
  0.02      0.00     0.00     0.00     0.00        7  Symbol#to_sym
  0.02      0.00     0.00     0.00     0.00        1  ActionView::Base#view_paths=
  0.02      0.00     0.00     0.00     0.00        4  Authlogic::Session::Id#id
  0.02      0.00     0.00     0.00     0.00        2  ActionController::Session::CookieStore#inject_persistent_session_id
  0.02      0.00     0.00     0.00     0.00        6  String#to_i
  0.02      0.08     0.00     0.00     0.08        1  ActiveRecord::QueryCache#call
  0.02      0.00     0.00     0.00     0.00        7  Fixnum#<=
  0.02      0.00     0.00     0.00     0.00        1  ActionView::Base#initialize
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Base#allow_forgery_protection
  0.02      0.00     0.00     0.00     0.00        4  Authlogic::Session::Scopes::InstanceMethods#scope
  0.02      0.00     0.00     0.00     0.00        2  Authlogic::Session::Password::Config#password_field
  0.02      0.00     0.00     0.00     0.00        2  Authlogic::ControllerAdapters::AbstractAdapter#session
  0.02      0.00     0.00     0.00     0.00        1  Date#year
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Integration::ControllerCapture::ClassMethods#new
  0.02      0.00     0.00     0.00     0.00        2  HashWithIndifferentAccess#include?
  0.02      0.00     0.00     0.00     0.00        1  ActionController::ParamsParser#parse_formatted_parameters
  0.02      0.00     0.00     0.00     0.00        1  <Module::I18n>#translate
  0.02      0.00     0.00     0.00     0.00        1  ActiveRecord::Error#initialize
  0.02      0.00     0.00     0.00     0.00        3  ActionController::Base#view_paths
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Request#template_format
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Base#send_response
  0.02      0.08     0.00     0.00     0.08        1  ActionController::ParamsParser#call
  0.02      0.06     0.00     0.00     0.06        2  ActionView::Template#render_template
  0.02      0.00     0.00     0.00     0.00        7  Kernel#nil?
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Base#default_template
  0.02      0.00     0.00     0.00     0.00        6  Kernel#instance_variable_set
  0.02      0.00     0.00     0.00     0.00        1  Authlogic::Session::Session::InstanceMethods#persist_by_session
  0.02      0.00     0.00     0.00     0.00        2  HashWithIndifferentAccess#has_key?
  0.02      0.00     0.00     0.00     0.00        1  Authlogic::Session::Cookies::InstanceMethods#persist_by_cookie
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Layout#active_layout
  0.02      0.00     0.00     0.00     0.00        1  <Module::Authlogic::I18n>#t
  0.02      0.00     0.00     0.00     0.00        1  ActiveSupport::Inflector#camelize
  0.02      0.08     0.00     0.00     0.08        1  ActionController::Dispatcher#call
  0.02      0.00     0.00     0.00     0.00        6  Hash#keys
  0.02      0.08     0.00     0.00     0.08        1  ActionController::StringCoercion#call
  0.02      0.00     0.00     0.00     0.00        1  Authlogic::Session::Cookies::InstanceMethods#cookie_credentials
  0.02      0.00     0.00     0.00     0.00        1  Rack::Lint#check_headers
  0.02      0.00     0.00     0.00     0.00        2  Kernel#extend
  0.02      0.00     0.00     0.00     0.00        3  Authlogic::Session::Validation#errors
  0.02      0.00     0.00     0.00     0.00        4  Module#const_defined?
  0.02      0.00     0.00     0.00     0.00        2  Rack::Utils::HeaderHash#include?
  0.02      0.00     0.00     0.00     0.00        6  Hash#default=
  0.02      0.00     0.00     0.00     0.00        1  Authlogic::Session::Params::InstanceMethods#params_credentials
  0.02      0.00     0.00     0.00     0.00        1  RackLintPatch::AllowStringSubclass#each
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Response#set_conditional_cache_control!
  0.02      0.00     0.00     0.00     0.00        1  <Module::Marshal>#dump
  0.02      0.00     0.00     0.00     0.00        1  ActionView::Helpers::TagHelper#tag
  0.02      0.00     0.00     0.00     0.00        1  Authlogic::Session::Klass::InstanceMethods#initialize
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Layout#find_layout
  0.02      0.00     0.00     0.00     0.00        1  ActionView::Helpers::AssetTagHelper#expand_stylesheet_sources
  0.02      0.00     0.00     0.00     0.00        2  <Module::Rack::Utils>#unescape
  0.02      0.00     0.00     0.00     0.00        1  ActiveRecord::ConnectionAdapters::ConnectionPool#release_connection
  0.02      0.00     0.00     0.00     0.00        1  Authlogic::ControllerAdapters::RailsAdapter::RailsImplementation#activate_authlogic
  0.02      0.00     0.00     0.00     0.00        1  Authlogic::Session::Activation::InstanceMethods#initialize
  0.02      0.01     0.00     0.00     0.01        1  ApplicationController#current_user_session
  0.02      0.00     0.00     0.00     0.00        1  ActionView::Base::ProxyModule#include
  0.02      0.08     0.00     0.00     0.08        1  Rack::MethodOverride#call
  0.02      0.00     0.00     0.00     0.00        2  HashWithIndifferentAccess#dup
  0.02      0.00     0.00     0.00     0.00        1  ActionController::HttpAuthentication::Basic#authenticate
  0.02      0.01     0.00     0.00     0.01        1  Date#strftime
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Response#convert_cookies!
  0.02      0.00     0.00     0.00     0.00        8  Array#last
  0.02      0.00     0.00     0.00     0.00        1  Authlogic::Session::Password::InstanceMethods#initialize
  0.02      0.00     0.00     0.00     0.00        3  Kernel#Array
  0.02      0.00     0.00     0.00     0.00        2  ActionController::StringCoercion::UglyBody#method_missing
  0.02      0.00     0.00     0.00     0.00        4  String#upcase
  0.02      0.00     0.00     0.00     0.00        1  ActionController::HttpAuthentication::Basic#authorization
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Session::AbstractStore::SessionHash#initialize
  0.02      0.00     0.00     0.00     0.00        1  ActiveSupport::CoreExtensions::Array::ExtractOptions#extract_options!
  0.02      0.00     0.00     0.00     0.00        3  Enumerable#detect
  0.02      0.00     0.00     0.00     0.00        2  ActiveRecord::Errors#empty?
  0.02      0.00     0.00     0.00     0.00        1  ActiveSupport::CoreExtensions::String::Inflections#camelize
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Response#charset=
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Request#query_parameters
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Request#request_parameters
  0.02      0.00     0.00     0.00     0.00        1  ActiveSupport::OrderedHash#[]=
  0.02      0.00     0.00     0.00     0.00        1  ActionView::Template#path
  0.02      0.00     0.00     0.00     0.00        4  String#=~
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Response#convert_content_type!
  0.02      0.01     0.00     0.00     0.01        1  ApplicationController#current_user
  0.02      0.00     0.00     0.00     0.00        1  Class#new_without_capture
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Request#ssl?
  0.02      0.06     0.00     0.00     0.06        1  ActionController::Filters::InstanceMethods#perform_action_without_benchmark
  0.02      0.00     0.00     0.00     0.00        1  Module#append_features
  0.02      0.00     0.00     0.00     0.00        6  Float#-
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#allow_forgery_protection
  0.02      0.00     0.00     0.00     0.00        1  Authlogic::Session::HttpAuth::InstanceMethods#persist_by_http_auth?
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActionView::Base>#process_view_paths
  0.02      0.00     0.00     0.00     0.00        5  Hash#empty?
  0.02      0.00     0.00     0.00     0.00        3  ActiveRecord::ConnectionAdapters::SchemaStatements#table_alias_length
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Base#validate_render_arguments
  0.02      0.00     0.00     0.00     0.00        1  <Class::Proc>#new
  0.02      0.00     0.00     0.00     0.00        1  Array#inspect
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#view_paths
  0.02      0.00     0.00     0.00     0.00        4  String#sub!
  0.02      0.00     0.00     0.00     0.00        5  <Class::Thread>#pass
  0.02      0.00     0.00     0.00     0.00        2  Rack::Request#request_method
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Response#default_charset
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Session::AbstractStore::SessionHash#to_hash
  0.02      0.00     0.00     0.00     0.00        1  Authlogic::Session::HttpAuth::InstanceMethods#persist_by_http_auth
  0.02      0.00     0.00     0.00     0.00        2  ActionController::Integration::ControllerCapture::ClassMethods#last_instantiation
  0.02      0.00     0.00     0.00     0.00        1  Object#returning
  0.02      0.00     0.00     0.00     0.00        1  Authlogic::Session::PriorityRecord#attempted_record=
  0.02      0.00     0.00     0.00     0.00        1  ActionView::PathSet#load!
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#master_helper_module
  0.02      0.00     0.00     0.00     0.00        1  Hash#each_key
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Base#assign_names
  0.02      0.00     0.00     0.00     0.00        1  Digest::Instance#digest
  0.02      0.00     0.00     0.00     0.00        1  Module#blankslate_original_append_features
  0.02      0.00     0.00     0.00     0.00        1  Authlogic::I18n::Translator#translate
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Request#raw_host_with_port
  0.02      0.00     0.00     0.00     0.00        1  Authlogic::Session::HttpAuth::InstanceMethods#allow_http_basic_auth?
  0.02      0.00     0.00     0.00     0.00        6  Kernel#instance_variable_defined?
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Filters::InstanceMethods#run_after_filters
  0.02      0.07     0.00     0.00     0.07        1  ActionController::Filters::InstanceMethods#process
  0.02      0.00     0.00     0.00     0.00        1  Time#strftime
  0.02      0.00     0.00     0.00     0.00        4  Array#initialize
  0.02      0.00     0.00     0.00     0.00        1  Hash#reject
  0.02      0.00     0.00     0.00     0.00        1  Authlogic::Session::Activation::ClassMethods#activated?
  0.02      0.00     0.00     0.00     0.00        2  Hash#update
  0.02      0.07     0.00     0.00     0.07        1  <Class::ActionController::Base>#process
  0.02      0.00     0.00     0.00     0.00        4  Module#<
  0.02      0.00     0.00     0.00     0.00        3  ActionController::Integration::Session#https?
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Session::CookieStore#unmarshal
  0.02      0.00     0.00     0.00     0.00        1  I18n::Backend::Simple#interpolate
  0.02      0.00     0.00     0.00     0.00        1  Authlogic::ControllerAdapters::AbstractAdapter#params
  0.02      0.00     0.00     0.00     0.00        1  <Module::Rack::Utils::Multipart>#parse_multipart
  0.02      0.00     0.00     0.00     0.00        1  Authlogic::Session::Cookies::InstanceMethods#cookie_key
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Filters::ClassMethods#filter_chain
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Request#xhr?
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Integration::Runner#copy_session_variables!
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActionView::PathSet>#type_cast
  0.02      0.00     0.00     0.00     0.00        1  Authlogic::Session::Params::InstanceMethods#params_key
  0.01      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#clear_active_connections!
  0.01      0.00     0.00     0.00     0.00        1  <Class::Person(id: integer, first_name: string, last_name: string, is_virtual: boolean, created_at: datetime, updated_at: datetime)>#table_name
  0.01      0.00     0.00     0.00     0.00        1  <Class::Project(id: integer, name: string, description: text, created_at: datetime, updated_at: datetime)>#table_name
  0.01      0.00     0.00     0.00     0.00        1  ActionView::Helpers::AssetTagHelper#determine_source
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Request#path_parameters=
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Request#form_data?
  0.01      0.00     0.00     0.00     0.00        1  Authlogic::Session::Params::InstanceMethods#persist_by_params
  0.01      0.00     0.00     0.00     0.00        1  I18n::Backend::Simple#default
  0.01      0.00     0.00     0.00     0.00        1  ActiveSupport::CoreExtensions::Base64::Encoding#encode64s
  0.01      0.00     0.00     0.00     0.00        1  ActionView::Base#flash
  0.01      0.00     0.00     0.00     0.00        1  Rack::Lint::InputWrapper#rewind
  0.01      0.00     0.00     0.00     0.00        3  <Object::Object>#[]
  0.01      0.00     0.00     0.00     0.00        2  ActionController::Integration::ControllerCapture::ClassMethods#last_instantiation=
  0.01      0.00     0.00     0.00     0.00        4  String#rjust
  0.01      0.08     0.00     0.00     0.08        1  Mutex#synchronize
  0.01      0.00     0.00     0.00     0.00        1  ActiveSupport::OrderedHash#initialize
  0.01      0.09     0.00     0.00     0.09        1  Rack::Lint#call
  0.01      0.00     0.00     0.00     0.00        2  OpenSSL::Digest::Digest#initialize
  0.01      0.00     0.00     0.00     0.00        2  StringIO#initialize
  0.01      0.00     0.00     0.00     0.00        1  Authlogic::Session::Activation::ClassMethods#controller=
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Flash::FlashHash#initialize
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Session::CookieStore#marshal
  0.01      0.00     0.00     0.00     0.00        4  Bignum#+
  0.01      0.06     0.00     0.00     0.06        1  <Module::Benchmark>#ms
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Request#content_length
  0.01      0.00     0.00     0.00     0.00        1  ActionView::Helpers::AssetTagHelper#path_to_stylesheet
  0.01      0.00     0.00     0.00     0.00        1  Authlogic::Session::Params::Config#params_key
  0.01      0.00     0.00     0.00     0.00        1  Authlogic::Session::Params::InstanceMethods#params_enabled?
  0.01      0.08     0.00     0.00     0.08        1  ActionController::Failsafe#call
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Integration::Session#encode_cookies
  0.01      0.00     0.00     0.00     0.00        4  <Class::Array>#allocate
  0.01      0.01     0.00     0.00     0.01        1  ActionController::Routing::RouteSet#recognize_path
  0.01      0.00     0.00     0.00     0.00        1  ActionController::RequestForgeryProtection#protect_against_forgery?
  0.01      0.00     0.00     0.00     0.00        1  ActiveRecord::Errors#initialize
  0.01      0.00     0.00     0.00     0.00        2  ActionController::Session::AbstractStore::SessionHash#loaded?
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Layout#initialize
